tweets	label	preprocessed
LU JADI ANJING PERCOBAAN DULU,MONYET. SAMA JUNJUNGAN LU SEMUA BIAR PADA MAMPUS LU SAMA VAKSIN MILIK CINA YANG KAGAK JELAS ITU	R	lu jadi anjing percobaan dulu monyet sama junjungan lu semua biar pada mampus lu sama vaksin milik cina yang kagak jelas itu
"Wanita/Perempuan & Pengikat Sihir/Bomoh
Indon/Cina/India makan/Minum Babi Anjing 'HARAM'
#Covid_19 #musicvalley Malays #malaysiagazette
#Aidilfitri #aidiladha2020 #TakburRaya 
Cinta/Seks/Peperangan/Duit/Wang/Money/Pitih Allah Ah Nabi Muhammad S.A.W. Ah (ٱلل‍َّٰه Ah مُحَمَّد Ah) pic.twitter.com/Sk0M4AXaWi"	Non_R	wanita perempuan pengikat sihir bomoh indon cina india makan minum babi anjing haram covid 19 musicvalley malays malaysiagazette aidilfitri aidiladha2020 takburraya cinta seks peperangan duit wang money pitih allah ah nabi muhammad s a w ah ah ah 
"Wanita/Perempuan & Pengikat Sihir/Bomoh
Indon/Cina/India makan/Minum Babi Anjing 'HARAM'
#Covid_19 #musicvalley Malays #malaysiagazette
#Aidilfitri #aidiladha2020 #TakburRaya 
Cinta/Seks/Peperangan/Duit/Wang/Money/Pitih Allah Ah Nabi Muhammad S.A.W. Ah (ٱلل‍َّٰه Ah مُحَمَّد Ah) pic.twitter.com/GpN66aJDNS"	Non_R	wanita perempuan pengikat sihir bomoh indon cina india makan minum babi anjing haram covid 19 musicvalley malays malaysiagazette aidilfitri aidiladha2020 takburraya cinta seks peperangan duit wang money pitih allah ah nabi muhammad s a w ah ah ah 
"Wanita/Perempuan & Pengikat Sihir/Bomoh
Indon/Cina/India makan/Minum Babi Anjing 'HARAM'
#Covid_19 #musicvalley Malays #malaysiagazette
#Aidilfitri #aidiladha2020 #TakburRaya 
Cinta/Seks/Peperangan/Duit/Wang/Money/Pitih Allah Ah Nabi Muhammad S.A.W. Ah (ٱلل‍َّٰه Ah مُحَمَّد Ah) pic.twitter.com/Io8gBMBFMA"	Non_R	wanita perempuan pengikat sihir bomoh indon cina india makan minum babi anjing haram covid 19 musicvalley malays malaysiagazette aidilfitri aidiladha2020 takburraya cinta seks peperangan duit wang money pitih allah ah nabi muhammad s a w ah ah ah 
"Seorang lelaki Cina rosak keretanya di tepi jalan. Tampil membantu, membuktikan semangat muhibbah semalaysia. Tanpa mengira bangsa, agama. 👍. 

Kita anak Malaysiakan. Alhamdulillah sama2 dpt membantu tukar tayar tu. Semoga semuanya selamat sampai ke destinasi masing2. 🤩  pic.twitter.com/V0qiO9bZlz"	Non_R	seorang lelaki cina rosak keretanya di tepi jalan tampil membantu membuktikan semangat muhibbah semalaysia tanpa mengira bangsa agama kita anak malaysiakan alhamdulillah sama2 dpt membantu tukar tayar tu semoga semuanya selamat sampai ke destinasi masing2 
I takut lah nak proceed ke next level of mandarin class sebab masa belajar basic tu i rasa macam susah. Tapi I nak belajar sebab banyak deal dengan direktor syarikat bangsa cina 😭	Non_R	i takut lah nak proceed ke next level of mandarin class sebab masa belajar basic tu i rasa macam susah tapi i nak belajar sebab banyak deal dengan direktor syarikat bangsa cina 
Kdg kasihan kat cucu tu Bonda, asik nk minta dukung... Nasib baik doct kata tak ada masalah pe2 Setlh xray pinggang tokmat. Bgs lak doct bangsa cina nie suruh tokmat g urut cr tradisonal...	Non_R	kdg kasihan kat cucu tu bonda asik nk minta dukung nasib baik doct kata tak ada masalah pe2 setlh xray pinggang tokmat bgs lak doct bangsa cina nie suruh tokmat g urut cr tradisonal 
"opung ke cina aja gih bangga²in cina melulu drpd bangsa sendiri..""jengkel lho saya""..😤"	R	opung ke cina aja gih bangga in cina melulu drpd bangsa sendiri jengkel lho saya 
"Aku Cina,lahir di Indonesia
Aku bangga jadi bangsa Indonesia
Merah Putih senantiasa di dada
NKRI HARGA MATI
PANCASILA PEREKAT NEGERI
NKRI KUCINTA SAMPAI MATI
#MerdekaDariCovid https://twitter.com/Elina_Vay/status/1294115193140649984 …"	Non_R	aku cina lahir di indonesia aku bangga jadi bangsa indonesia merah putih senantiasa di dada nkri harga mati pancasila perekat negeri nkri kucinta sampai mati merdekadaricovid 
"Aku Cina,lahir di Indonesia
Aku bangga jadi bangsa Indonesia
Merah Putih senantiasa di dada
NKRI HARGA MATI
PANCASILA PEREKAT NEGERI
NKRI KUCINTA SAMPAI MATI
#MerdekaDariCovid"	Non_R	aku cina lahir di indonesia aku bangga jadi bangsa indonesia merah putih senantiasa di dada nkri harga mati pancasila perekat negeri nkri kucinta sampai mati merdekadaricovid
Just wondering. Saya tak berapa faham dgn pribumi n melayu. Ramai boleh 'masuk' melayu n jadi pribumi, as per perlembagaan. Org Indo, Bangla, Bosnia, Rohingya, India dan Cina boleh tukar bangsa kalau ikut perlembagaan, walau tak lama di Malaysia. - legally.	Non_R	just wondering saya tak berapa faham dgn pribumi n melayu ramai boleh masuk melayu n jadi pribumi as per perlembagaan org indo bangla bosnia rohingya india dan cina boleh tukar bangsa kalau ikut perlembagaan walau tak lama di malaysia legally 
Cina ngehe pengkhianat bangsa,kasihan bapak lu capek capek ngewe yang nongol monyet .	R	cina ngehe pengkhianat bangsa kasihan bapak lu capek capek ngewe yang nongol monyet 
"Lw sdh diajari apa oleh Cina? Mana mau bangsa rasis itu Indonesia selevel dng mereka? Bisa2 produk2 mereka gak laku klo indonesia maju
Goblok teriak goblok"	R	lw sdh diajari apa oleh cina mana mau bangsa rasis itu indonesia selevel dng mereka bisa2 produk2 mereka gak laku klo indonesia maju goblok teriak goblok
Gak ngaruh wong bapak LBH peduli Cina dr pd bangsa sendiri	Non_R	gak ngaruh wong bapak lbh peduli cina dr pd bangsa sendiri
Rasuah tak mengenal bangsa pun, Dr Mahathir. Bahkan rasuah juga medium perpaduan kaum yg baik sebab Melayu, Cina, India, warga asing, semua bersahabat baik kerana instrument ini.  https://twitter.com/chedetofficial/status/1294161585426984961 …	Non_R	rasuah tak mengenal bangsa pun dr mahathir bahkan rasuah juga medium perpaduan kaum yg baik sebab melayu cina india warga asing semua bersahabat baik kerana instrument ini 
Pas mana pas harap bangsa cina kah poodak 😂	Non_R	pas mana pas harap bangsa cina kah poodak 
"Tka dr cina,
Covid dr cina
Vaksin dr china
Lbp dubes cina
Lbpengkhianat bangsa"	R	tka dr cina covid dr cina vaksin dr china lbp dubes cina lbpengkhianat bangsa
"Kne brtrusan mndesak @KDNPUTRAJAYA , @PDRMsia @MuhyiddinYassin @IsmailSabri60 utk buat tangkapan bsar²an scara aggressive stiap ari
Bkn tak blh ksan pun depa² yg bli n juai MyKad
Tngkp org dlm tu gak
Yg msuk scara haram pun rmai
Bangsa Cina mkin rmai krg hjaq
Kjaan pun depa ugut"	Non_R	kne brtrusan mndesak utk buat tangkapan bsar an scara aggressive stiap ari bkn tak blh ksan pun depa yg bli n juai mykad tngkp org dlm tu gak yg msuk scara haram pun rmai bangsa cina mkin rmai krg hjaq kjaan pun depa ugut
Melayu bunuh melayu....selama 60tahun umngok bn haprak memerintah kenapa melayu masih dibawah....kenapa...kenapa...jgn salahkan bangsa lain sikit3 dap dap dap takot sgt dgn dap.....rasa ekonomi malaysia d pegang bangsa cina kenapa takut hendak tulis bangsa cina sbb dlm bn ada mca	Non_R	melayu bunuh melayu selama 60tahun umngok bn haprak memerintah kenapa melayu masih dibawah kenapa kenapa jgn salahkan bangsa lain sikit3 dap dap dap takot sgt dgn dap rasa ekonomi malaysia d pegang bangsa cina kenapa takut hendak tulis bangsa cina sbb dlm bn ada mca
Cina bangsat laknatullah  https://twitter.com/VIVAcoid/status/1293729874222280704 …	R	cina bangsat laknatullah 
Baru nyadar....berjuta2 anak bangsa di PHK besar2an dan di ganti tenaga kerja cina sampe detik inipun cina masih berdatangan,dan kolam butek masih jd londo irengnya cina,mudh2an nasib kalian  para cebonk kwulat karna jd kaki tangan china,...MAMPUS !!!!!!!!!!!	R	baru nyadar berjuta2 anak bangsa di phk besar2an dan di ganti tenaga kerja cina sampe detik inipun cina masih berdatangan dan kolam butek masih jd londo irengnya cina mudh2an nasib kalian para cebonk kwulat karna jd kaki tangan china mampus 
Orang Cina pon pandang rasuah ringan, sebab tu diorang still support gone eng.  https://twitter.com/chedetofficial/status/1294161585426984961 …	Non_R	orang cina pon pandang rasuah ringan sebab tu diorang still suppogone eng 
ikutkan cina nak je rampas dan nak tawan tanah melayu sebab berpotensi tinggi yg dibangunkan dari masa pahlawan nusantara dulu kala lagi. tapi disebabkan ada melayu bodoh yg sanggup gadai maruah demi kepentingan diri serta poketnya. soal ni setiap bangsa pasti ada pengkhianat	R	ikutkan cina nak je rampas dan nak tawan tanah melayu sebab berpotensi tinggi yg dibangunkan dari masa pahlawan nusantara dulu kala lagi tapi disebabkan ada melayu bodoh yg sanggup gadai maruah demi kepentingan diri serta poketnya soal ni setiap bangsa pasti ada pengkhianat
betul punca sebab politician. semua sebab duit sanggup gadai maruah gadai tanah gadai bangsa sendiri. hakikatnya rakyat bumiputera yg tersiksa. lagi kaum cina pula pandai dia panggil adik beradik kaum dia dari china stay sini bergabung utk jadi besar senang nak tentang melayu.	R	betul punca sebab politician semua sebab duit sanggup gadai maruah gadai tanah gadai bangsa sendiri hakikatnya rakyat bumiputera yg tersiksa lagi kaum cina pula pandai dia panggil adik beradik kaum dia dari china stay sini bergabung utk jadi besar senang nak tentang melayu 
Eksportirnya dilakukan oleh bangsa Belanda, pedagang perantara dipegang oleh orang timur asing terutama bangsa Cina dan bangsa Indonesia hanya menjadi pengecer, sehingga tidak memiliki jiwa wiraswasta jenis tanaman baru serta cara memeliharanya. Dengan dilaksanakannya politik	Non_R	eksportirnya dilakukan oleh bangsa belanda pedagang perantara dipegang oleh orang timur asing terutama bangsa cina dan bangsa indonesia hanya menjadi pengecer sehingga tidak memiliki jiwa wiraswasta jenis tanaman baru serta cara memeliharanya dengan dilaksanakannya politik
"Emg cina gbsa islam :(

Bangsat lagian ngapain nanya2 gitu."	Non_R	emg cina gbsa islam bangsat lagian ngapain nanya2 gitu 
Kalau Cina itu didapati salah, masuk jail selamanya kalau pencuri wang raayat dan makan rasuah. Hanya jangan hukuman politic sahaja. Bukan bangsa sini, kami semua raayat Malaysia untuk kepentingan Malaysia, jangan jadi Racist, Bro. Kita satu keluarga, keluarga Malaysia.	Non_R	kalau cina itu didapati salah masuk jail selamanya kalau pencuri wang raayat dan makan rasuah hanya jangan hukuman politic sahaja bukan bangsa sini kami semua raayat malaysia untuk kepentingan malaysia jangan jadi racist bro kita satu keluarga keluarga malaysia 
Media Mainstream pada masuk angin , Anjing2 cina sudah banyak berkeliaran masih saja DIAM SERIBU BAHASA...hampir semua sdh *dibeli* oleh cina bangsat!!!!!!!	R	media mainstream pada masuk angin anjing2 cina sudah banyak berkeliaran masih saja diam seribu bahasa hampir semua sdh dibeli oleh cina bangsat 
"Subtle racism:

Di Malaysia ada nasi goreng cina, nasi goreng mamak & nasi goreng kampung.

Bangsat."	Non_R	subtle racism di malaysia ada nasi goreng cina nasi goreng mamak nasi goreng kampung bangsat 
"Bangsa cina yg kbanykkn kelas bawahan masa tu, pergi join MPAJA untk lawan jepun.

Bangsa India pula masa tu, lbh selesa dgn pihak jepun, sbb jepun janjikan kemerdekaan dkt Negara India.  https://twitter.com/BukanPengkhian1/status/1293910876123086850 …"	Non_R	bangsa cina yg kbanykkn kelas bawahan masa tu pergi join mpaja untk lawan jepun bangsa india pula masa tu lbh selesa dgn pihak jepun sbb jepun janjikan kemerdekaan dkt negara india 
Mungkin kesan daripada pendidikan keharmonian kaum di sekolah2 kebangsaan sehingga melahirkan golongan melayu (majoriti di sek kebangsaan) menganggap menyebut perkataan berkaitan bangsa seperti ‘melayu’ ‘cina’ ‘india’ adalah taboo dan rasis.	Non_R	mungkin kesan daripada pendidikan keharmonian kaum di sekolah2 kebangsaan sehingga melahirkan golongan melayu majoriti di sek kebangsaan menganggap menyebut perkataan berkaitan bangsa seperti melayu cina india adalah taboo dan rasis 
"TKA cina diberi karpet merah diberi gaji tinggi
Ini namanya migrasi rakyat tiongkok ke indonesia, jdkan sj indochina beri ktp terus pribumi buang kelaut semua, baru kalian puas
Seumur hidupku dr zaman pak Harto smp skrg baru ini lihat orang yg hancurkan bangsa terang2an dibiarkan"	R	tka cina diberi karpet merah diberi gaji tinggi ini namanya migrasi rakyat tiongkok ke indonesia jdkan sj indochina beri ktp terus pribumi buang kelaut semua baru kalian puas seumur hidupku dr zaman pak harto smp skrg baru ini lihat orang yg hancurkan bangsa terang2an dibiarkan
karna kalo di indoesia ada hukum untuk acara di tv, dikantor 70% harus menggunakan bahasa indonesia, tidak ada sekolah bangsa, hanya ada 1 kurikulum & wajib disampaikan menggunakan bahasa indonesia. di malaysia orang keturunan china disebut china malaysia, sekolah di sekolah cina	Non_R	karna kalo di indoesia ada hukum untuk acara di tv dikantor 70 harus menggunakan bahasa indonesia tidak ada sekolah bangsa hanya ada 1 kurikulum wajib disampaikan menggunakan bahasa indonesia di malaysia orang keturunan china disebut china malaysia sekolah di sekolah cina
Tak semua Cina racist. Yg problem nya Libtard. Ada jer yang boleh terima pendapat, tapi kat Twitter ini konsep liberal lain macam sampai nak salahkan bangsa dan agama	Non_R	tak semua cina racist yg problem nya libtard ada jer yang boleh terima pendapat tapi kat twitter ini konsep liberal lain macam sampai nak salahkan bangsa dan agama
D manakah bangsat cina yg mmpjuangkan hak sama rata ketika ini? Maaf bukan aku rasis tp ini juga knyataan...oh ya,bukit kepong jgn lupa	R	d manakah bangsat cina yg mmpjuangkan hak sama rata ketika ini maaf bukan aku rasis tp ini juga knyataan oh ya bukit kepong jgn lupa
When I say “murtad Cina” I don’t mean muallaf. I mean people who tries to appease to the Malay crowd by menunggang agama dan menghentam bangsa sendiri. Walaupun yg ditukar hanyalah agama, bukan bangsa. Faham?	R	when i say murtad cina i don t mean muallaf i mean people who tries to appease to the malay crowd by menunggang agama dan menghentam bangsa sendiri walaupun yg ditukar hanyalah agama bukan bangsa faham 
"“Bangsa Msia” ideologi DAP tuntut samarata hak antara kaum. Jelas DAP cuma guna Perlembagaan jika mrk dpt untung.

Melayu Cina dn India pnh bersatu lwn Jepun dn Komunis sbgi kaum masing2. Tlh ujud semangat solidariti. Tak perlu kpd “Bangsa Msia”

@dapmalaysia -musang berbulu ayam"	Non_R	 bangsa msia ideologi dap tuntut samarata hak antara kaum jelas dap cuma guna perlembagaan jika mrk dpt untung melayu cina dn india pnh bersatu lwn jepun dn komunis sbgi kaum masing2 tlh ujud semangat solidariti tak perlu kpd bangsa msia musang berbulu ayam
sama seperti memberikan gelar pahlawan bagi pejuang yg gugur di medan perang tapi memberikan tanah air dan kekayaannya pada bangsa asing, terutama cina.	R	sama seperti memberikan gelar pahlawan bagi pejuang yg gugur di medan perang tapi memberikan tanah air dan kekayaannya pada bangsa asing terutama cina 
permasalahan kemunduran dan ketinggalan ni bukan india saja,cina pun ada,melayu dan org asli pun ada.yg mana guna alasan bumiputera tu satu alasan tak tepat..yg kenal sesuatu bangsa tu hanya bangsanya sendiri..kadang tu wujud sempadan kekayaan,pendidikan dlm bangsa sendiri	Non_R	permasalahan kemunduran dan ketinggalan ni bukan india saja cina pun ada melayu dan org asli pun ada yg mana guna alasan bumiputera tu satu alasan tak tepat yg kenal sesuatu bangsa tu hanya bangsanya sendiri kadang tu wujud sempadan kekayaan pendidikan dlm bangsa sendiri
sok sabar pdhl bego bangsat	Non_R	sok sabar pdhl bego bangsat
bangsa melayu perang bermati-matian. last-last bangsa cina juga yg senang lenang di tanah melayu ni. ketahian apakah ini	R	bangsa melayu perang bermati matian last last bangsa cina juga yg senang lenang di tanah melayu ni ketahian apakah ini
Mau keturunan Arab, Cina, India ataupun pribumi asli, yg penting jiwa raganya dan nasionalismenya Indonesia. #Jangan jadi bangsat bangsa.  https://twitter.com/Malika54037046/status/1293886503660081154 …	Non_R	mau keturunan arab cina india ataupun pribumi asli yg penting jiwa raganya dan nasionalismenya indonesia jangan jadi bangsat bangsa 
cina itu ras bangsat dimana mana	R	cina itu ras bangsat dimana mana
apa sebenaenya agenda cina2 ni semua. saya perhatikan lately seolah2 mereka ni nak mencabar dan mencetuskan perbalahan antara kaum. teruk sangatkah layanan kat bangsa cina di Malaysia ni?	R	apa sebenaenya agenda cina2 ni semua saya perhatikan lately seolah2 mereka ni nak mencabar dan mencetuskan perbalahan antara kaum teruk sangatkah layanan kat bangsa cina di malaysia ni 
"Eh? Cina halau india keluar dari rumah sewa? 

Mana pegi semangat ""minorities should stand together"" ni? 

dah ckp ada satu bangsa sepet tu, ngn melayu pun dia panggil ""mudblood"", korg ingat dia nak pdg kaum yg lg ""mud"" dr melayu? 

Xpe, yg rasisnya aku, yg buat mcm ni hak asasi.  https://twitter.com/fmtoday/status/1293872240203718656 …"	R	eh cina halau india keluar dari rumah sewa mana pegi semangat minorities should stand together ni dah ckp ada satu bangsa sepet tu ngn melayu pun dia panggil mudblood korg ingat dia nak pdg kaum yg lg mud dr melayu xpe yg rasisnya aku yg buat mcm ni hak asasi 
"Ya. Pembasmian asabiyah dengan penyeruan kepada anut Islam.

Kalau Cina masuk Islam, saya rela dipimpin bangsa Cina.  https://twitter.com/limweijiet/status/1293808644149010437 …"	Non_R	ya pembasmian asabiyah dengan penyeruan kepada anut islam kalau cina masuk islam saya rela dipimpin bangsa cina 
Nasionalisme itu memprioritaskan potensi anak bangsa, bukan TKA negara cina, menentukan arah kebijakan yg rasional bukan berdasarkan koalisi politik&kepentingan kelompok ekonomi..	R	nasionalisme itu memprioritaskan potensi anak bangsa bukan tka negara cina menentukan arah kebijakan yg rasional bukan berdasarkan koalisi politik kepentingan kelompok ekonomi 
Bangsat kau cina pendatang pki anjing.	R	bangsat kau cina pendatang pki anjing 
"tidak cukup lagikah ""Mandarin Speaking Only"" sehinggakan nak sewakan rumah juga harus memilih bangsa sendiri? siapa yang tersangat RACIST di Malaysia ini?
Melayu?
Cina?
India?
Lain-lain?
semua ada akal untuk berfikir... renung-renungkan!"	Non_R	tidak cukup lagikah mandarin speaking only sehinggakan nak sewakan rumah juga harus memilih bangsa sendiri siapa yang tersangat racist di malaysia ini melayu cina india lain lain semua ada akal untuk berfikir renung renungkan 
Penat penat belajar dan berjuang, gaji sama dengan bangla. Diskriminasi kenaikkan gaji dan pangkat dari pelbagai bangsa juga patut di hapuskan. Kita tuntut hak kesamarataan. Takda lagi gaji dan pangkat tinggi sebab dia Cina. Melayu dan India di perkotak katikkan.  https://twitter.com/hakamyouth/status/1293451550229110784 …	R	penat penat belajar dan berjuang gaji sama dengan bangla diskriminasi kenaikkan gaji dan pangkat dari pelbagai bangsa juga patut di hapuskan kita tuntut hak kesamarataan takda lagi gaji dan pangkat tinggi sebab dia cina melayu dan india di perkotak katikkan 
Beranak Di malaysia, cakap melayu pon level level towkey judi. Jenis duduk ngan bangsa cina lah dia.	R	beranak di malaysia cakap melayu pon level level towkey judi jenis duduk ngan bangsa cina lah dia 
Berapa lama duduk Malaysia tapi masih tak kenal perangai cina bang? Kes bendera terbalik, berapa byk dah bangsa yg sama jugak? Bila apply kerja sesebuah company cina, nak org tu boleh ckp mandarin, kau je x nampak2 lagi.. Ditambah dgn pelancong cina dtg x balik2	R	berapa lama duduk malaysia tapi masih tak kenal perangai cina bang kes bendera terbalik berapa byk dah bangsa yg sama jugak bila apply kerja sesebuah company cina nak org tu boleh ckp mandarin kau je x nampak2 lagi ditambah dgn pelancong cina dtg x balik2
"Aku rindu kan bangsa2 terdahulu penuh ngan ADAP,saling menghormati satu sama lain,saling memahami bangsa itu adalah
bangsa Melayu 
bangsa Cina
bangsa India
BUKAN BANGSA KINI ia adalah 
Bangsa VIRAL,penuh sifat kebencian,"	Non_R	aku rindu kan bangsa2 terdahulu penuh ngan adap saling menghormati satu sama lain saling memahami bangsa itu adalah bangsa melayu bangsa cina bangsa india bukan bangsa kini ia adalah bangsa viral penuh sifat kebencian 
"Negeri ini..
Musuh terbesar nya :
☑️ KACUNG CINA KOMUNIS alias PENGKHIANAT BANGSA
☑️ HELDER CINA KOMUNIS alias PENGKHIANAT BANGSA
☑️ CENTENG CINA KOMUNIS alias PENGKHIANAT BANGSA
☑️ CUKONG CINA KOMUNIS
Yang Bertentangan Dengan AGAMA 'n PANCASILA  pic.twitter.com/JbcS9FXT6Y"	R	negeri ini musuh terbesar nya kacung cina komunis alias pengkhianat bangsa helder cina komunis alias pengkhianat bangsa centeng cina komunis alias pengkhianat bangsa cukong cina komunis yang bertentangan dengan agama n pancasila 
Toyol Cina Jho Low belaan Najib BossMelayuKau, korang tak hot...heran bin ajaib sangat2.... pemimpin Melayu kau lah nombor satu jual atas, bawah, kiri, kanan pada bangsa lain...Dari Dubai ke Spore ke Europe ke US duit rakyat dibagi free, tak hangat pulak kat pemimpin2 Melayu UMNO	Non_R	toyol cina jho low belaan najib bossmelayukau korang tak hot heran bin ajaib sangat2 pemimpin melayu kau lah nombor satu jual atas bawah kiri kanan pada bangsa lain dari dubai ke spore ke europe ke us duit rakyat dibagi free tak hangat pulak kat pemimpin2 melayu umno
Dakwa sama cina yg hina tentera ni.  pic.twitter.com/FUGob2qZ0w	Non_R	dakwa sama cina yg hina tentera ni 
Gtt yg bekerja sepenuh hati mencerdaskan anak bangsa honornya tdk sebanding dengan pekerja cina yg bekerja fi Indonesia,	R	gtt yg bekerja sepenuh hati mencerdaskan anak bangsa honornya tdk sebanding dengan pekerja cina yg bekerja fi indonesia 
Cina ni dulu hina tentera apasal tak didakwa?  pic.twitter.com/e7FcfnGAOi	Non_R	cina ni dulu hina tentera apasal tak didakwa 
Cina ni dulu yg hina askar apasal tak didakwa di mahkamah?  pic.twitter.com/AmUMPzvkHq	Non_R	cina ni dulu yg hina askar apasal tak didakwa di mahkamah 
Ada sekumpulan melayu beria merekrut anak muda untuk sertai perniagaan mereka. Padahal, anak muda tersebut sebagai medium untuk kembangkan business. Pungpang bercerita pasal bangsa rupanya tapak berniaga milik Cina	Non_R	ada sekumpulan melayu beria merekrut anak muda untuk sertai perniagaan mereka padahal anak muda tersebut sebagai medium untuk kembangkan business pungpang bercerita pasal bangsa rupanya tapak berniaga milik cina
Tak malu ke melayu sorg bangsa cina menanya... Lagi mahu ego..	Non_R	tak malu ke melayu sorg bangsa cina menanya lagi mahu ego 
"Paling dokter dari cina.
Lengkap lah penderitaan bangsa ini."	R	paling dokter dari cina lengkap lah penderitaan bangsa ini 
komunis cina harus di usir dari negeri ini, cina2 bangsat sumber penyakit!!!	R	komunis cina harus di usir dari negeri ini cina2 bangsat sumber penyakit 
Sehingga la ada yg bakar sentimen bangsa lain cuba mengganggu gugat kedudukan mereka. Sama juga dengan bangsa cina dan India. Tanya mereka. Mereka pasti setuju.	Non_R	sehingga la ada yg bakar sentimen bangsa lain cuba mengganggu gugat kedudukan mereka sama juga dengan bangsa cina dan india tanya mereka mereka pasti setuju 
Cina juga kafir? 🙄	Non_R	cina juga kafir 
Ngapa sih temen² saya yg pada hijrah pendekatannya ke hukum kafir sama harom dulu... Vertikalnya yg bikin adem jd ga ketemu kan... Perkara apdet ig cari pengemis org cina... huft sy jd sedih ya allah engkau yg maha tau setiap isi hati....	Non_R	ngapa sih temen saya yg pada hijrah pendekatannya ke hukum kafir sama harom dulu vertikalnya yg bikin adem jd ga ketemu kan perkara apdet ig cari pengemis org cina huft sy jd sedih ya allah engkau yg maha tau setiap isi hati 
loh yg nembakin org2 di tangsel aje untungnye cina kafir juga jd kgk heboh radikal radikul dah ....apalah alasannye mau bubarin yg mau balap liar ! tp yg ditembak pejalan kaki	R	loh yg nembakin org2 di tangsel aje untungnye cina kafir juga jd kgk heboh radikal radikul dah apalah alasannye mau bubarin yg mau balap liar tp yg ditembak pejalan kaki
May cina kafir Harbi laknatullah Lim Guan eng and DAP LAKNATULLAH KOMUNIS DAN YAHUDI rest in hell forever	R	may cina kafir harbi laknatullah lim guan eng and dap laknatullah komunis dan yahudi rest in hell forever
"Keadilan UTK PEMBERI DAN PENERIMA RASUAH BERNAMA CINA KAFIR HARBI LIM DUAN ENG LAKNATULLAH.. 
MAY DAP LAKNATULLAH AND LIM GUAN ENG LAKNATULLAH REST IN JAIL AND HELL FOREVER"	R	keadilan utk pemberi dan penerima rasuah bernama cina kafir harbi lim duan eng laknatullah may dap laknatullah and lim guan eng laknatullah rest in jail and hell forever
Dasar cina komunis dan kafir 😂😂😂  https://twitter.com/VIVAcoid/status/1293395674067763200 …	R	dasar cina komunis dan kafir 
"KATA ITU NETRAL, konotasi baik buruknya tergantung setiap individu.
bandingkan dg para penghina jokowi, ada yg nyebut komunis, antek cina, kafir, munafik dll, gak semua dipenjara kan??
kenapa? karena jokowi gak merasa terhina dan gak lapor."	Non_R	kata itu netral konotasi baik buruknya tergantung setiap individu bandingkan dg para penghina jokowi ada yg nyebut komunis antek cina kafir munafik dll gak semua dipenjara kan kenapa karena jokowi gak merasa terhina dan gak lapor 
"Gk ngerti lg mw blng apa utk umat muslim yg msih bela2in cina.
Allah SWT yg tahu hati n perilaku manusia. Mending jdi kafir dp munafik"	R	gk ngerti lg mw blng apa utk umat muslim yg msih bela2in cina allah swt yg tahu hati n perilaku manusia mending jdi kafir dp munafik
Softex emak lu buatan kafirr cuk.....,twitter skrg nih punya kafir cuk, hp lu juga jgn jgn buatan cina x 😃😃😃	R	softex emak lu buatan kafirr cuk twitter skrg nih punya kafir cuk hp lu juga jgn jgn buatan cina x 
Cina KAFIR TERORIS...Bangsat...!!!	R	cina kafir teroris bangsat 
Trs emg indonesia jg cm py soekarno doang apa lg py cebong2...paling gk dl jaman penjajahan kadrun2 bantu2 indonesia baik scr moral n matriil..pr negeri kadrunlah yg pertama mengakui indonesia merdeka..lah nih babi2 cina kebykn bsnye cm ngrecoki n bantu2 penjajah  kafir	R	trs emg indonesia jg cm py soekarno doang apa lg py cebong2 paling gk dl jaman penjajahan kadrun2 bantu2 indonesia baik scr moral n matriil pr negeri kadrunlah yg pertama mengakui indonesia merdeka lah nih babi2 cina kebykn bsnye cm ngrecoki n bantu2 penjajah kafir
"Dilematis buat umat² didikan PKS macam elu mah,Ngbanggain vaksin buatan Rusia jelas Rusia jg Komunis,ngbanggain vaksin amerika buatan kafir,mau nyoba vaksin produk cina udh trlanjur kecuci otaknya sama isu buatan Suharto😁
Nunggu modar masal kaum model lu mah"	R	dilematis buat umat didikan pks macam elu mah ngbanggain vaksin buatan rusia jelas rusia jg komunis ngbanggain vaksin amerika buatan kafir mau nyoba vaksin produk cina udh trlanjur kecuci otaknya sama isu buatan suharto nunggu modar masal kaum model lu mah
"Dilematis buat umat² didikan PKS macam elu mah,Ngbanggain vaksin buatan Rusia jelas Rusia jg Komunis,ngbanggain vaksin amerika buatan kafir,mau nyoba vaksin produk cina udh trlanjur kecuci otaknya sama isu buatan Suharto😁
Nunggu modar masal kaum model lu mah"	R	dilematis buat umat didikan pks macam elu mah ngbanggain vaksin buatan rusia jelas rusia jg komunis ngbanggain vaksin amerika buatan kafir mau nyoba vaksin produk cina udh trlanjur kecuci otaknya sama isu buatan suharto nunggu modar masal kaum model lu mah
"🙈🙈🙈 hancurnya suatu agama bukan karna tanda salib, bukan karena yahudi, CINA atau kafir. Ya drun... kadrun... Yg buat hancur agama ya yg macam begini. Atau demo triak"" nama ALLOH dan menghalalkan darah org yg berbeda pandangan ama lo drun...  pic.twitter.com/KorgTF6JI2"	Non_R	 hancurnya suatu agama bukan karna tanda salib bukan karena yahudi cina atau kafir ya drun kadrun yg buat hancur agama ya yg macam begini atau demo triak nama alloh dan menghalalkan darah org yg berbeda pandangan ama lo drun 
